player,team,base_player_rating,expected_minutes_share,goals_prior,assists_prior,chance_creation_prior,defensive_actions_prior,goalkeeper_actions_prior,discipline_risk,star_role_score,flair_score,notes,source
VALENCIA Anthony,Ecuador,50,0.5,0,0,0,0,0,0.5,0,0,Edit these conservative defaults with expert knowledge,fifa_squad_pdf
YEBOAH John,Ecuador,50,0.5,0,0,0,0,0,0.5,0,0,Edit these conservative defaults with expert knowledge,fifa_squad_pdf
PAEZ Kendry,Ecuador,50,0.5,0,0,0,0,0,0.5,0,0,Edit these conservative defaults with expert knowledge,fifa_squad_pdf
RODRIGUEZ Kevin,Ecuador,50,0.5,0,0,0,0,0,0.5,0,0,Edit these conservative defaults with expert knowledge,fifa_squad_pdf
RAMIREZ Moises,Ecuador,50,0.5,0,0,0,0,0,0.5,0,0,Edit these conservative defaults with expert knowledge,fifa_squad_pdf
VALENCIA Enner,Ecuador,50,0.5,0,0,0,0,0,0.5,0,0,Edit these conservative defaults with expert knowledge,fifa_squad_pdf
MINDA Alan,Ecuador,50,0.5,0,0,0,0,0,0.5,0,0,Edit these conservative defaults with expert knowledge,fifa_squad_pdf
VITE Pedro,Ecuador,50,0.5,0,0,0,0,0,0.5,0,0,Edit these conservative defaults with expert knowledge,fifa_squad_pdf
CAICEDO Jordy,Ecuador,50,0.5,0,0,0,0,0,0.5,0,0,Edit these conservative defaults with expert knowledge,fifa_squad_pdf
PRECIADO Angelo,Ecuador,50,0.5,0,0,0,0,0,0.5,0,0,Edit these conservative defaults with expert knowledge,fifa_squad_pdf
CASTILLO Denil,Ecuador,50,0.5,0,0,0,0,0,0.5,0,0,Edit these conservative defaults with expert knowledge,fifa_squad_pdf
PLATA Gonzalo,Ecuador,50,0.5,0,0,0,0,0,0.5,0,0,Edit these conservative defaults with expert knowledge,fifa_squad_pdf
ANGULO Nilson,Ecuador,50,0.5,0,0,0,0,0,0.5,0,0,Edit these conservative defaults with expert knowledge,fifa_squad_pdf
FRANCO Alan,Ecuador,50,0.5,0,0,0,0,0,0.5,0,0,Edit these conservative defaults with expert knowledge,fifa_squad_pdf
VALLE Gonzalo,Ecuador,50,0.5,0,0,0,0,0,0.5,0,0,Edit these conservative defaults with expert knowledge,fifa_squad_pdf
CAICEDO Moises,Ecuador,50,0.5,0,0,0,0,0,0.5,0,0,Edit these conservative defaults with expert knowledge,fifa_squad_pdf
AREVALO Jeremy,Ecuador,50,0.5,0,0,0,0,0,0.5,0,0,Edit these conservative defaults with expert knowledge,fifa_squad_pdf
POROZO Jackson,Ecuador,50,0.5,0,0,0,0,0,0.5,0,0,Edit these conservative defaults with expert knowledge,fifa_squad_pdf
MEDINA Yaimar,Ecuador,50,0.5,0,0,0,0,0,0.5,0,0,Edit these conservative defaults with expert knowledge,fifa_squad_pdf
MOHAMED ELSHENAWY,Egypt,50,0.5,0,0,0,0,0,0.5,0,0,Edit these conservative defaults with expert knowledge,fifa_squad_pdf
YASSER IBRAHIM,Egypt,50,0.5,0,0,0,0,0,0.5,0,0,Edit these conservative defaults with expert knowledge,fifa_squad_pdf
MOHAMED HANY,Egypt,50,0.5,0,0,0,0,0,0.5,0,0,Edit these conservative defaults with expert knowledge,fifa_squad_pdf
HOSSAM ABDELMAGUID,Egypt,50,0.5,0,0,0,0,0,0.5,0,0,Edit these conservative defaults with expert knowledge,fifa_squad_pdf
RAMY RABIA,Egypt,50,0.5,0,0,0,0,0,0.5,0,0,Edit these conservative defaults with expert knowledge,fifa_squad_pdf
MOHAMED ABDELMONEIM,Egypt,50,0.5,0,0,0,0,0,0.5,0,0,Edit these conservative defaults with expert knowledge,fifa_squad_pdf
TREZEGUET,Egypt,50,0.5,0,0,0,0,0,0.5,0,0,Edit these conservative defaults with expert knowledge,fifa_squad_pdf
EMAM ASHOUR,Egypt,50,0.5,0,0,0,0,0,0.5,0,0,Edit these conservative defaults with expert knowledge,fifa_squad_pdf
HAMZA ABDELKARIM,Egypt,50,0.5,0,0,0,0,0,0.5,0,0,Edit these conservative defaults with expert knowledge,fifa_squad_pdf
MOHAMED SALAH,Egypt,50,0.5,0,0,0,0,0,0.5,0,0,Edit these conservative defaults with expert knowledge,fifa_squad_pdf
MOSTAFA ZICO,Egypt,50,0.5,0,0,0,0,0,0.5,0,0,Edit these conservative defaults with expert knowledge,fifa_squad_pdf
HAISSEM HASSAN,Egypt,50,0.5,0,0,0,0,0,0.5,0,0,Edit these conservative defaults with expert knowledge,fifa_squad_pdf
AHMED FATOUH,Egypt,50,0.5,0,0,0,0,0,0.5,0,0,Edit these conservative defaults with expert knowledge,fifa_squad_pdf
HAMDY FATHY,Egypt,50,0.5,0,0,0,0,0,0.5,0,0,Edit these conservative defaults with expert knowledge,fifa_squad_pdf
KARIM HAFEZ,Egypt,50,0.5,0,0,0,0,0,0.5,0,0,Edit these conservative defaults with expert knowledge,fifa_squad_pdf
MAHDY SOLIMAN,Egypt,50,0.5,0,0,0,0,0,0.5,0,0,Edit these conservative defaults with expert knowledge,fifa_squad_pdf
MOHANAD LASHIN,Egypt,50,0.5,0,0,0,0,0,0.5,0,0,Edit these conservative defaults with expert knowledge,fifa_squad_pdf
NABIL DONGA,Egypt,50,0.5,0,0,0,0,0,0.5,0,0,Edit these conservative defaults with expert knowledge,fifa_squad_pdf
MARAWAN ATTIA,Egypt,50,0.5,0,0,0,0,0,0.5,0,0,Edit these conservative defaults with expert knowledge,fifa_squad_pdf
IBRAHIM ADEL,Egypt,50,0.5,0,0,0,0,0,0.5,0,0,Edit these conservative defaults with expert knowledge,fifa_squad_pdf
MAHMOUD SABER,Egypt,50,0.5,0,0,0,0,0,0.5,0,0,Edit these conservative defaults with expert knowledge,fifa_squad_pdf
OMAR MARMOUSH,Egypt,50,0.5,0,0,0,0,0,0.5,0,0,Edit these conservative defaults with expert knowledge,fifa_squad_pdf
MOSTAFA SHOUBIR,Egypt,50,0.5,0,0,0,0,0,0.5,0,0,Edit these conservative defaults with expert knowledge,fifa_squad_pdf
TAREK ALAA,Egypt,50,0.5,0,0,0,0,0,0.5,0,0,Edit these conservative defaults with expert knowledge,fifa_squad_pdf
ZIZO,Egypt,50,0.5,0,0,0,0,0,0.5,0,0,Edit these conservative defaults with expert knowledge,fifa_squad_pdf
MOHAMED ALAA,Egypt,50,0.5,0,0,0,0,0,0.5,0,0,Edit these conservative defaults with expert knowledge,fifa_squad_pdf
PICKFORD Jordan,England,50,0.5,0,0,0,0,0,0.5,0,0,Edit these conservative defaults with expert knowledge,fifa_squad_pdf
KONSA Ezri,England,50,0.5,0,0,0,0,0,0.5,0,0,Edit these conservative defaults with expert knowledge,fifa_squad_pdf
OREILLY Nico,England,50,0.5,0,0,0,0,0,0.5,0,0,Edit these conservative defaults with expert knowledge,fifa_squad_pdf
RICE Declan,England,50,0.5,0,0,0,0,0,0.5,0,0,Edit these conservative defaults with expert knowledge,fifa_squad_pdf
STONES John,England,50,0.5,0,0,0,0,0,0.5,0,0,Edit these conservative defaults with expert knowledge,fifa_squad_pdf
GUEHI Marc,England,50,0.5,0,0,0,0,0,0.5,0,0,Edit these conservative defaults with expert knowledge,fifa_squad_pdf
SAKA Bukayo,England,50,0.5,0,0,0,0,0,0.5,0,0,Edit these conservative defaults with expert knowledge,fifa_squad_pdf
ANDERSON Elliot,England,50,0.5,0,0,0,0,0,0.5,0,0,Edit these conservative defaults with expert knowledge,fifa_squad_pdf
KANE Harry,England,50,0.5,0,0,0,0,0,0.5,0,0,Edit these conservative defaults with expert knowledge,fifa_squad_pdf
BELLINGHAM Jude,England,50,0.5,0,0,0,0,0,0.5,0,0,Edit these conservative defaults with expert knowledge,fifa_squad_pdf
RASHFORD Marcus,England,50,0.5,0,0,0,0,0,0.5,0,0,Edit these conservative defaults with expert knowledge,fifa_squad_pdf
LIVRAMENTO Tino,England,50,0.5,0,0,0,0,0,0.5,0,0,Edit these conservative defaults with expert knowledge,fifa_squad_pdf
HENDERSON Dean,England,50,0.5,0,0,0,0,0,0.5,0,0,Edit these conservative defaults with expert knowledge,fifa_squad_pdf
HENDERSON Jordan,England,50,0.5,0,0,0,0,0,0.5,0,0,Edit these conservative defaults with expert knowledge,fifa_squad_pdf
BURN Dan,England,50,0.5,0,0,0,0,0,0.5,0,0,Edit these conservative defaults with expert knowledge,fifa_squad_pdf
MAINOO Kobbie,England,50,0.5,0,0,0,0,0,0.5,0,0,Edit these conservative defaults with expert knowledge,fifa_squad_pdf
ROGERS Morgan,England,50,0.5,0,0,0,0,0,0.5,0,0,Edit these conservative defaults with expert knowledge,fifa_squad_pdf
GORDON Anthony,England,50,0.5,0,0,0,0,0,0.5,0,0,Edit these conservative defaults with expert knowledge,fifa_squad_pdf
WATKINS Ollie,England,50,0.5,0,0,0,0,0,0.5,0,0,Edit these conservative defaults with expert knowledge,fifa_squad_pdf
MADUEKE Noni,England,50,0.5,0,0,0,0,0,0.5,0,0,Edit these conservative defaults with expert knowledge,fifa_squad_pdf
EZE Eberechi,England,50,0.5,0,0,0,0,0,0.5,0,0,Edit these conservative defaults with expert knowledge,fifa_squad_pdf
TONEY Ivan,England,50,0.5,0,0,0,0,0,0.5,0,0,Edit these conservative defaults with expert knowledge,fifa_squad_pdf
TRAFFORD James,England,50,0.5,0,0,0,0,0,0.5,0,0,Edit these conservative defaults with expert knowledge,fifa_squad_pdf
JAMES Reece,England,50,0.5,0,0,0,0,0,0.5,0,0,Edit these conservative defaults with expert knowledge,fifa_squad_pdf
SPENCE Djed,England,50,0.5,0,0,0,0,0,0.5,0,0,Edit these conservative defaults with expert knowledge,fifa_squad_pdf
QUANSAH Jarell,England,50,0.5,0,0,0,0,0,0.5,0,0,Edit these conservative defaults with expert knowledge,fifa_squad_pdf
SAMBA Brice,France,50,0.5,0,0,0,0,0,0.5,0,0,Edit these conservative defaults with expert knowledge,fifa_squad_pdf
GUSTO Malo,France,50,0.5,0,0,0,0,0,0.5,0,0,Edit these conservative defaults with expert knowledge,fifa_squad_pdf
DIGNE Lucas,France,50,0.5,0,0,0,0,0,0.5,0,0,Edit these conservative defaults with expert knowledge,fifa_squad_pdf
UPAMECANO Dayot,France,50,0.5,0,0,0,0,0,0.5,0,0,Edit these conservative defaults with expert knowledge,fifa_squad_pdf
KOUNDE Jules,France,50,0.5,0,0,0,0,0,0.5,0,0,Edit these conservative defaults with expert knowledge,fifa_squad_pdf
KONE Manu,France,50,0.5,0,0,0,0,0,0.5,0,0,Edit these conservative defaults with expert knowledge,fifa_squad_pdf
DEMBELE Ousmane,France,50,0.5,0,0,0,0,0,0.5,0,0,Edit these conservative defaults with expert knowledge,fifa_squad_pdf
TCHOUAMENI Aurelien,France,50,0.5,0,0,0,0,0,0.5,0,0,Edit these conservative defaults with expert knowledge,fifa_squad_pdf
THURAM Marcus,France,50,0.5,0,0,0,0,0,0.5,0,0,Edit these conservative defaults with expert knowledge,fifa_squad_pdf
MBAPPE Kylian,France,50,0.5,0,0,0,0,0,0.5,0,0,Edit these conservative defaults with expert knowledge,fifa_squad_pdf
OLISE Michael,France,50,0.5,0,0,0,0,0,0.5,0,0,Edit these conservative defaults with expert knowledge,fifa_squad_pdf
BARCOLA Bradley,France,50,0.5,0,0,0,0,0,0.5,0,0,Edit these conservative defaults with expert knowledge,fifa_squad_pdf
KANTE Ngolo,France,50,0.5,0,0,0,0,0,0.5,0,0,Edit these conservative defaults with expert knowledge,fifa_squad_pdf
RABIOT Adrien,France,50,0.5,0,0,0,0,0,0.5,0,0,Edit these conservative defaults with expert knowledge,fifa_squad_pdf
KONATE Ibrahima,France,50,0.5,0,0,0,0,0,0.5,0,0,Edit these conservative defaults with expert knowledge,fifa_squad_pdf
MAIGNAN Mike,France,50,0.5,0,0,0,0,0,0.5,0,0,Edit these conservative defaults with expert knowledge,fifa_squad_pdf
SALIBA William,France,50,0.5,0,0,0,0,0,0.5,0,0,Edit these conservative defaults with expert knowledge,fifa_squad_pdf
ZAIRE-EMERY Warren,France,50,0.5,0,0,0,0,0,0.5,0,0,Edit these conservative defaults with expert knowledge,fifa_squad_pdf
HERNANDEZ Theo,France,50,0.5,0,0,0,0,0,0.5,0,0,Edit these conservative defaults with expert knowledge,fifa_squad_pdf
DOUE Desire,France,50,0.5,0,0,0,0,0,0.5,0,0,Edit these conservative defaults with expert knowledge,fifa_squad_pdf
HERNANDEZ Lucas,France,50,0.5,0,0,0,0,0,0.5,0,0,Edit these conservative defaults with expert knowledge,fifa_squad_pdf
MATETA Jean-Philippe,France,50,0.5,0,0,0,0,0,0.5,0,0,Edit these conservative defaults with expert knowledge,fifa_squad_pdf
RISSER Robin,France,50,0.5,0,0,0,0,0,0.5,0,0,Edit these conservative defaults with expert knowledge,fifa_squad_pdf
CHERKI Rayan,France,50,0.5,0,0,0,0,0,0.5,0,0,Edit these conservative defaults with expert knowledge,fifa_squad_pdf
AKLIOUCHE Maghnes,France,50,0.5,0,0,0,0,0,0.5,0,0,Edit these conservative defaults with expert knowledge,fifa_squad_pdf
LACROIX Maxence,France,50,0.5,0,0,0,0,0,0.5,0,0,Edit these conservative defaults with expert knowledge,fifa_squad_pdf
NEUER Manuel,Germany,50,0.5,0,0,0,0,0,0.5,0,0,Edit these conservative defaults with expert knowledge,fifa_squad_pdf
RUEDIGER Antonio,Germany,50,0.5,0,0,0,0,0,0.5,0,0,Edit these conservative defaults with expert knowledge,fifa_squad_pdf
ANTON Waldemar,Germany,50,0.5,0,0,0,0,0,0.5,0,0,Edit these conservative defaults with expert knowledge,fifa_squad_pdf
TAH Jonathan,Germany,50,0.5,0,0,0,0,0,0.5,0,0,Edit these conservative defaults with expert knowledge,fifa_squad_pdf
PAVLOVIC Aleksandar,Germany,50,0.5,0,0,0,0,0,0.5,0,0,Edit these conservative defaults with expert knowledge,fifa_squad_pdf
KIMMICH Joshua,Germany,50,0.5,0,0,0,0,0,0.5,0,0,Edit these conservative defaults with expert knowledge,fifa_squad_pdf
HAVERTZ Kai,Germany,50,0.5,0,0,0,0,0,0.5,0,0,Edit these conservative defaults with expert knowledge,fifa_squad_pdf
GORETZKA Leon,Germany,50,0.5,0,0,0,0,0,0.5,0,0,Edit these conservative defaults with expert knowledge,fifa_squad_pdf
LEWELING Jamie,Germany,50,0.5,0,0,0,0,0,0.5,0,0,Edit these conservative defaults with expert knowledge,fifa_squad_pdf
MUSIALA Jamal,Germany,50,0.5,0,0,0,0,0,0.5,0,0,Edit these conservative defaults with expert knowledge,fifa_squad_pdf
WOLTEMADE Nick,Germany,50,0.5,0,0,0,0,0,0.5,0,0,Edit these conservative defaults with expert knowledge,fifa_squad_pdf
BAUMANN Oliver,Germany,50,0.5,0,0,0,0,0,0.5,0,0,Edit these conservative defaults with expert knowledge,fifa_squad_pdf
GROSS Pascal,Germany,50,0.5,0,0,0,0,0,0.5,0,0,Edit these conservative defaults with expert knowledge,fifa_squad_pdf
BEIER Maximilian,Germany,50,0.5,0,0,0,0,0,0.5,0,0,Edit these conservative defaults with expert knowledge,fifa_squad_pdf
SCHLOTTERBECK Nico,Germany,50,0.5,0,0,0,0,0,0.5,0,0,Edit these conservative defaults with expert knowledge,fifa_squad_pdf
STILLER Angelo,Germany,50,0.5,0,0,0,0,0,0.5,0,0,Edit these conservative defaults with expert knowledge,fifa_squad_pdf
WIRTZ Florian,Germany,50,0.5,0,0,0,0,0,0.5,0,0,Edit these conservative defaults with expert knowledge,fifa_squad_pdf
BROWN Nathaniel,Germany,50,0.5,0,0,0,0,0,0.5,0,0,Edit these conservative defaults with expert knowledge,fifa_squad_pdf
SANE Leroy,Germany,50,0.5,0,0,0,0,0,0.5,0,0,Edit these conservative defaults with expert knowledge,fifa_squad_pdf
AMIRI Nadiem,Germany,50,0.5,0,0,0,0,0,0.5,0,0,Edit these conservative defaults with expert knowledge,fifa_squad_pdf
NUEBEL Alexander,Germany,50,0.5,0,0,0,0,0,0.5,0,0,Edit these conservative defaults with expert knowledge,fifa_squad_pdf
RAUM David,Germany,50,0.5,0,0,0,0,0,0.5,0,0,Edit these conservative defaults with expert knowledge,fifa_squad_pdf
NMECHA Felix,Germany,50,0.5,0,0,0,0,0,0.5,0,0,Edit these conservative defaults with expert knowledge,fifa_squad_pdf
THIAW Malick,Germany,50,0.5,0,0,0,0,0,0.5,0,0,Edit these conservative defaults with expert knowledge,fifa_squad_pdf
OUEDRAOGO Assan,Germany,50,0.5,0,0,0,0,0,0.5,0,0,Edit these conservative defaults with expert knowledge,fifa_squad_pdf
UNDAV Deniz,Germany,50,0.5,0,0,0,0,0,0.5,0,0,Edit these conservative defaults with expert knowledge,fifa_squad_pdf
ZIGI Lawrence Ati,Ghana,50,0.5,0,0,0,0,0,0.5,0,0,Edit these conservative defaults with expert knowledge,fifa_squad_pdf
SEIDU Alidu,Ghana,50,0.5,0,0,0,0,0,0.5,0,0,Edit these conservative defaults with expert knowledge,fifa_squad_pdf
YIRENKYI Caleb,Ghana,50,0.5,0,0,0,0,0,0.5,0,0,Edit these conservative defaults with expert knowledge,fifa_squad_pdf
ADJETEY Jonas,Ghana,50,0.5,0,0,0,0,0,0.5,0,0,Edit these conservative defaults with expert knowledge,fifa_squad_pdf
PARTEY Thomas,Ghana,50,0.5,0,0,0,0,0,0.5,0,0,Edit these conservative defaults with expert knowledge,fifa_squad_pdf
MUMIN Abdul,Ghana,50,0.5,0,0,0,0,0,0.5,0,0,Edit these conservative defaults with expert knowledge,fifa_squad_pdf
FATAWU Abdul,Ghana,50,0.5,0,0,0,0,0,0.5,0,0,Edit these conservative defaults with expert knowledge,fifa_squad_pdf
SIBO Kwasi,Ghana,50,0.5,0,0,0,0,0,0.5,0,0,Edit these conservative defaults with expert knowledge,fifa_squad_pdf
AYEW Jordan,Ghana,50,0.5,0,0,0,0,0,0.5,0,0,Edit these conservative defaults with expert knowledge,fifa_squad_pdf
THOMAS-ASANTE Brandon,Ghana,50,0.5,0,0,0,0,0,0.5,0,0,Edit these conservative defaults with expert knowledge,fifa_squad_pdf
SEMENYO Antoine,Ghana,50,0.5,0,0,0,0,0,0.5,0,0,Edit these conservative defaults with expert knowledge,fifa_squad_pdf
ANANG Joseph,Ghana,50,0.5,0,0,0,0,0,0.5,0,0,Edit these conservative defaults with expert knowledge,fifa_squad_pdf
BAAH Christopher Bonsu,Ghana,50,0.5,0,0,0,0,0,0.5,0,0,Edit these conservative defaults with expert knowledge,fifa_squad_pdf
MENSAH Gideon,Ghana,50,0.5,0,0,0,0,0,0.5,0,0,Edit these conservative defaults with expert knowledge,fifa_squad_pdf
OWUSU Elisha,Ghana,50,0.5,0,0,0,0,0,0.5,0,0,Edit these conservative defaults with expert knowledge,fifa_squad_pdf
ASARE Benjamin,Ghana,50,0.5,0,0,0,0,0,0.5,0,0,Edit these conservative defaults with expert knowledge,fifa_squad_pdf
RAHMAN Baba,Ghana,50,0.5,0,0,0,0,0,0.5,0,0,Edit these conservative defaults with expert knowledge,fifa_squad_pdf
OPOKU Jerome,Ghana,50,0.5,0,0,0,0,0,0.5,0,0,Edit these conservative defaults with expert knowledge,fifa_squad_pdf
WILLIAMS Inaki,Ghana,50,0.5,0,0,0,0,0,0.5,0,0,Edit these conservative defaults with expert knowledge,fifa_squad_pdf
BOAKYE Augustine,Ghana,50,0.5,0,0,0,0,0,0.5,0,0,Edit these conservative defaults with expert knowledge,fifa_squad_pdf
OPPONG Kojo Peprah,Ghana,50,0.5,0,0,0,0,0,0.5,0,0,Edit these conservative defaults with expert knowledge,fifa_squad_pdf
SULEMANA Kamaldeen,Ghana,50,0.5,0,0,0,0,0,0.5,0,0,Edit these conservative defaults with expert knowledge,fifa_squad_pdf
LUCKASSEN Derrick,Ghana,50,0.5,0,0,0,0,0,0.5,0,0,Edit these conservative defaults with expert knowledge,fifa_squad_pdf
NUAMAH Ernest,Ghana,50,0.5,0,0,0,0,0,0.5,0,0,Edit these conservative defaults with expert knowledge,fifa_squad_pdf
ADU Prince,Ghana,50,0.5,0,0,0,0,0,0.5,0,0,Edit these conservative defaults with expert knowledge,fifa_squad_pdf
SENAYA Marvin,Ghana,50,0.5,0,0,0,0,0,0.5,0,0,Edit these conservative defaults with expert knowledge,fifa_squad_pdf
PLACIDE Johny,Haiti,50,0.5,0,0,0,0,0,0.5,0,0,Edit these conservative defaults with expert knowledge,fifa_squad_pdf
ARCUS Carlens,Haiti,50,0.5,0,0,0,0,0,0.5,0,0,Edit these conservative defaults with expert knowledge,fifa_squad_pdf
THERMONCY Keeto,Haiti,50,0.5,0,0,0,0,0,0.5,0,0,Edit these conservative defaults with expert knowledge,fifa_squad_pdf
ADE Ricardo,Haiti,50,0.5,0,0,0,0,0,0.5,0,0,Edit these conservative defaults with expert knowledge,fifa_squad_pdf
DELCROIX Hannes,Haiti,50,0.5,0,0,0,0,0,0.5,0,0,Edit these conservative defaults with expert knowledge,fifa_squad_pdf
SAINTE Carl,Haiti,50,0.5,0,0,0,0,0,0.5,0,0,Edit these conservative defaults with expert knowledge,fifa_squad_pdf
ETIENNE Derrick,Haiti,50,0.5,0,0,0,0,0,0.5,0,0,Edit these conservative defaults with expert knowledge,fifa_squad_pdf
EXPERIENCE Martin,Haiti,50,0.5,0,0,0,0,0,0.5,0,0,Edit these conservative defaults with expert knowledge,fifa_squad_pdf
NAZON Duckens,Haiti,50,0.5,0,0,0,0,0,0.5,0,0,Edit these conservative defaults with expert knowledge,fifa_squad_pdf
BELLEGARDE Jean-Ricner,Haiti,50,0.5,0,0,0,0,0,0.5,0,0,Edit these conservative defaults with expert knowledge,fifa_squad_pdf
DEEDSON Louicius,Haiti,50,0.5,0,0,0,0,0,0.5,0,0,Edit these conservative defaults with expert knowledge,fifa_squad_pdf
PIERRE Alexandre,Haiti,50,0.5,0,0,0,0,0,0.5,0,0,Edit these conservative defaults with expert knowledge,fifa_squad_pdf
LACROIX Markhus,Haiti,50,0.5,0,0,0,0,0,0.5,0,0,Edit these conservative defaults with expert knowledge,fifa_squad_pdf
PIERRE Leverton,Haiti,50,0.5,0,0,0,0,0,0.5,0,0,Edit these conservative defaults with expert knowledge,fifa_squad_pdf
PROVIDENCE Ruben,Haiti,50,0.5,0,0,0,0,0,0.5,0,0,Edit these conservative defaults with expert knowledge,fifa_squad_pdf
JOSEPH Lenny,Haiti,50,0.5,0,0,0,0,0,0.5,0,0,Edit these conservative defaults with expert knowledge,fifa_squad_pdf
JEAN JACQUES Danley,Haiti,50,0.5,0,0,0,0,0,0.5,0,0,Edit these conservative defaults with expert knowledge,fifa_squad_pdf
ISIDOR Wilson,Haiti,50,0.5,0,0,0,0,0,0.5,0,0,Edit these conservative defaults with expert knowledge,fifa_squad_pdf
FORTUNE Yassin,Haiti,50,0.5,0,0,0,0,0,0.5,0,0,Edit these conservative defaults with expert knowledge,fifa_squad_pdf
PIERROT Frantzdy,Haiti,50,0.5,0,0,0,0,0,0.5,0,0,Edit these conservative defaults with expert knowledge,fifa_squad_pdf
CASIMIR Josue,Haiti,50,0.5,0,0,0,0,0,0.5,0,0,Edit these conservative defaults with expert knowledge,fifa_squad_pdf
DUVERNE Jean-Kevin,Haiti,50,0.5,0,0,0,0,0,0.5,0,0,Edit these conservative defaults with expert knowledge,fifa_squad_pdf
DUVERGER Josue,Haiti,50,0.5,0,0,0,0,0,0.5,0,0,Edit these conservative defaults with expert knowledge,fifa_squad_pdf
PAUGAIN Wilguens,Haiti,50,0.5,0,0,0,0,0,0.5,0,0,Edit these conservative defaults with expert knowledge,fifa_squad_pdf
SIMON Dominique,Haiti,50,0.5,0,0,0,0,0,0.5,0,0,Edit these conservative defaults with expert knowledge,fifa_squad_pdf
PIERRE Woodensky,Haiti,50,0.5,0,0,0,0,0,0.5,0,0,Edit these conservative defaults with expert knowledge,fifa_squad_pdf
BEIRANVAND Alireza,Iran,50,0.5,0,0,0,0,0,0.5,0,0,Edit these conservative defaults with expert knowledge,fifa_squad_pdf
HARDANI Saleh,Iran,50,0.5,0,0,0,0,0,0.5,0,0,Edit these conservative defaults with expert knowledge,fifa_squad_pdf
HAJISAFI Ehsan,Iran,50,0.5,0,0,0,0,0,0.5,0,0,Edit these conservative defaults with expert knowledge,fifa_squad_pdf
KHALILZADEH Shoja,Iran,50,0.5,0,0,0,0,0,0.5,0,0,Edit these conservative defaults with expert knowledge,fifa_squad_pdf
MOHAMMADI Milad,Iran,50,0.5,0,0,0,0,0,0.5,0,0,Edit these conservative defaults with expert knowledge,fifa_squad_pdf
EZATOLAHI Saeid,Iran,50,0.5,0,0,0,0,0,0.5,0,0,Edit these conservative defaults with expert knowledge,fifa_squad_pdf
JAHANBAKHSH Alireza,Iran,50,0.5,0,0,0,0,0,0.5,0,0,Edit these conservative defaults with expert knowledge,fifa_squad_pdf
MOHEBBI Mohammad,Iran,50,0.5,0,0,0,0,0,0.5,0,0,Edit these conservative defaults with expert knowledge,fifa_squad_pdf
TAREMI Mehdi,Iran,50,0.5,0,0,0,0,0,0.5,0,0,Edit these conservative defaults with expert knowledge,fifa_squad_pdf
GHAYEDI Mehdi,Iran,50,0.5,0,0,0,0,0,0.5,0,0,Edit these conservative defaults with expert knowledge,fifa_squad_pdf
ALIPOUR Ali,Iran,50,0.5,0,0,0,0,0,0.5,0,0,Edit these conservative defaults with expert knowledge,fifa_squad_pdf
NIAZMAND Payam,Iran,50,0.5,0,0,0,0,0,0.5,0,0,Edit these conservative defaults with expert knowledge,fifa_squad_pdf
KANANI Hossein,Iran,50,0.5,0,0,0,0,0,0.5,0,0,Edit these conservative defaults with expert knowledge,fifa_squad_pdf
GHODDOS Saman,Iran,50,0.5,0,0,0,0,0,0.5,0,0,Edit these conservative defaults with expert knowledge,fifa_squad_pdf
CHESHMI Roozbeh,Iran,50,0.5,0,0,0,0,0,0.5,0,0,Edit these conservative defaults with expert knowledge,fifa_squad_pdf
TORABI Mehdi,Iran,50,0.5,0,0,0,0,0,0.5,0,0,Edit these conservative defaults with expert knowledge,fifa_squad_pdf
YOUSEFI Arya,Iran,50,0.5,0,0,0,0,0,0.5,0,0,Edit these conservative defaults with expert knowledge,fifa_squad_pdf
HOSSEINZADEH Amirhossein,Iran,50,0.5,0,0,0,0,0,0.5,0,0,Edit these conservative defaults with expert knowledge,fifa_squad_pdf
NEMATI Ali,Iran,50,0.5,0,0,0,0,0,0.5,0,0,Edit these conservative defaults with expert knowledge,fifa_squad_pdf
MOGHANLOO Shahriyar,Iran,50,0.5,0,0,0,0,0,0.5,0,0,Edit these conservative defaults with expert knowledge,fifa_squad_pdf
GHORBANI Mohammad,Iran,50,0.5,0,0,0,0,0,0.5,0,0,Edit these conservative defaults with expert knowledge,fifa_squad_pdf
HOSSEINI Hossein,Iran,50,0.5,0,0,0,0,0,0.5,0,0,Edit these conservative defaults with expert knowledge,fifa_squad_pdf
REZAEIAN Ramin,Iran,50,0.5,0,0,0,0,0,0.5,0,0,Edit these conservative defaults with expert knowledge,fifa_squad_pdf
DARGAHI Dennis,Iran,50,0.5,0,0,0,0,0,0.5,0,0,Edit these conservative defaults with expert knowledge,fifa_squad_pdf
IRI Danial,Iran,50,0.5,0,0,0,0,0,0.5,0,0,Edit these conservative defaults with expert knowledge,fifa_squad_pdf
RAZAGHINIA Amirmohammad,Iran,50,0.5,0,0,0,0,0,0.5,0,0,Edit these conservative defaults with expert knowledge,fifa_squad_pdf
FAHAD TALIB,Iraq,50,0.5,0,0,0,0,0,0.5,0,0,Edit these conservative defaults with expert knowledge,fifa_squad_pdf
REBIN SULAKA,Iraq,50,0.5,0,0,0,0,0,0.5,0,0,Edit these conservative defaults with expert knowledge,fifa_squad_pdf
HUSSEIN ALI,Iraq,50,0.5,0,0,0,0,0,0.5,0,0,Edit these conservative defaults with expert knowledge,fifa_squad_pdf
